ListingId,delay,CreditCode,Amount,Months,CurrentRate,Gender,EducationDegree,GraduateSchool,StudyStyle,Age,SuccessCount,WasteCount,CancelCount,FailedCount,NormalCount,OverdueLessCount,OverdueMoreCount,OwingPrincipal,OwingAmount,AmountToReceive,FirstSuccessBorrowTime,LastSuccessBorrowTime,RegisterTime,CertificateValidate,NciicIdentityCheck,PhoneValidate,CreditValidate,HighestPrincipal,HighestDebt,TotalPrincipal,XFetchTime
103664747,0,C,8777.0,6,28.0,1,,,,32,4,0,0,0,21,0,0,4922.09,5332.82,0.0,2016-08-01 16:06:03,2018-01-02 18:17:50,2016-06-30 00:06:11,0,0,0,0,12500.0,14987.8,26380.0,2018-03-19 17:24:56
95733706,0,B,14860.0,6,22.0,2,专科,中央广播电视大学,成人,27,3,0,0,0,18,0,0,0.0,0.0,0.0,2016-11-07 02:34:12,2017-09-11 03:25:43,2016-02-22 19:12:58,0,0,0,0,8601.0,13097.2,24331.0,2018-01-23 16:43:22
116007363,0,B,7000.0,6,20.0,2,,,,32,6,0,1,0,58,1,0,2638.29,2702.26,0.0,2016-11-07 15:16:57,2017-10-11 16:41:44,2016-11-05 23:51:36,0,0,1,1,7404.0,15809.0,23551.0,2018-06-07 13:41:56
102068914,0,C,2000.0,6,28.0,1,专科,河南质量工程职业学院,普通,27,3,1,0,0,19,3,0,0.0,0.0,0.0,2016-11-27 11:18:35,2017-09-26 20:43:01,2016-10-15 10:08:27,0,0,0,0,9688.0,13889.3,24399.0,2018-03-08 10:18:01
102654586,0,C,1000.0,6,28.0,1,,,,32,43,0,1,0,230,0,0,4500.0,5057.37,0.0,2017-05-14 13:47:42,2018-03-11 13:21:58,2017-05-13 13:33:57,0,0,0,0,2500.0,10582.9,42000.0,2018-03-12 13:01:35
123585336,0,C,3500.0,6,24.0,1,,,,27,4,0,0,0,23,1,0,0.0,0.0,0.0,2017-06-07 17:30:38,2018-02-10 17:39:30,2017-06-07 17:25:48,0,0,0,0,2885.0,4022.25,8885.0,2018-08-01 22:01:02
98825536,0,A,13000.0,12,16.0,1,本科,华东政法大学,普通,26,2,0,0,0,12,0,0,0.0,0.0,0.0,2017-03-26 13:01:24,2017-07-30 09:14:54,2017-03-17 20:44:45,1,0,1,0,10000.0,11116.1,13115.0,2018-02-10 22:01:00
110004602,0,C,12700.0,12,28.0,2,,,,28,5,1,0,0,31,1,0,0.0,0.0,0.0,2017-06-28 13:58:01,2018-03-30 23:19:15,2017-05-22 22:20:42,0,0,1,0,10500.0,14464.2,29283.0,2018-04-28 23:32:33
110630440,0,B,12000.0,12,22.0,2,,,,37,11,1,0,0,75,4,0,2760.64,3028.22,0.0,2015-10-11 10:38:03,2018-04-09 09:12:29,2015-10-10 20:41:13,0,0,1,0,9200.0,16728.5,28223.0,2018-05-03 10:11:29
110252857,0,C,8000.0,6,28.0,2,,,,37,12,1,0,0,62,1,0,0.0,0.0,0.0,2016-06-30 14:40:00,2017-12-28 13:06:40,2016-06-30 10:52:19,0,0,1,0,8000.0,8985.0,28146.0,2018-04-30 18:45:26
110270466,0,C,9700.0,12,28.0,1,,,,33,5,2,6,0,24,0,0,0.0,0.0,0.0,2017-08-21 00:26:47,2017-12-11 18:54:16,2017-08-17 02:08:37,0,0,0,0,9500.0,12063.8,26318.0,2018-04-30 22:05:51
107408598,0,B,10800.0,12,22.0,2,,,,31,3,0,0,0,20,2,0,0.0,0.0,0.0,2017-04-07 09:08:18,2018-01-08 17:56:00,2016-11-28 22:08:29,0,0,1,0,10500.0,13312.7,26972.0,2018-04-11 20:09:02
112788842,0,C,13734.0,6,28.0,1,,,,25,5,0,0,0,47,0,0,2165.95,2198.45,0.0,2016-09-22 12:23:30,2017-11-21 22:13:37,2016-09-21 16:35:40,0,0,1,0,12525.0,16439.7,32738.0,2018-05-16 21:45:10
81606617,0,B,8947.0,9,18.0,2,,,,33,9,0,0,0,62,0,0,5052.47,5351.1,0.0,2016-05-16 13:21:19,2017-08-03 15:48:44,2016-05-16 12:38:57,0,0,1,0,8000.0,15259.8,23394.0,2017-11-04 10:43:13
102070891,0,C,7104.0,12,28.0,2,,,,49,1,1,0,0,9,0,0,1895.51,1965.48,0.0,2017-06-02 05:29:38,2017-06-02 05:29:38,2017-06-02 05:05:54,0,0,0,0,7000.0,7861.92,7000.0,2018-03-08 10:16:49
100543739,0,A,8369.0,12,16.0,2,专科,桂林医学院,普通,33,5,1,0,0,29,0,0,4230.56,4349.54,0.0,2017-02-02 21:52:18,2017-11-19 12:43:31,2016-09-23 18:53:53,1,0,1,0,10200.0,13164.6,28135.0,2018-02-25 20:49:10
102280282,0,C,12200.0,12,28.0,2,,,,33,2,1,2,0,12,0,0,0.0,0.0,0.0,2017-09-07 12:44:05,2017-12-14 10:28:29,2016-03-25 23:04:13,0,0,0,0,11900.0,12995.0,17817.0,2018-03-09 16:42:49
123503905,0,C,5000.0,3,24.0,1,专科,无锡商业职业技术学院,普通,31,4,1,0,0,30,0,0,1000.0,1073.52,0.0,2017-11-28 15:02:56,2018-07-27 19:04:06,2016-11-01 12:43:35,1,0,1,0,4500.0,5797.54,10976.0,2018-08-01 10:33:11
112606421,0,B,10600.0,12,22.0,2,,,,28,7,0,0,0,60,0,0,0.0,0.0,0.0,2017-06-14 11:30:29,2017-12-22 01:23:16,2017-06-06 22:02:14,0,0,0,0,7945.0,11130.8,16203.0,2018-05-15 17:55:53
110511671,0,B,4005.0,12,22.0,1,,,,40,5,1,0,0,26,0,0,0.0,0.0,0.0,2017-05-04 09:11:41,2017-12-01 15:04:40,2015-07-07 01:24:11,0,0,1,0,2652.0,4378.04,9257.0,2018-05-02 14:35:42
101798819,0,B,10000.0,12,22.0,1,专科,华中科技大学,网络教育,31,7,0,0,0,55,0,0,0.0,0.0,0.0,2017-02-03 14:10:29,2018-02-27 13:25:38,2017-01-31 19:52:18,0,0,0,0,10000.0,11731.3,25100.0,2018-03-06 11:45:38
106814471,0,B,16063.0,12,22.0,2,,,,47,7,1,0,0,39,0,0,8936.15,10089.9,0.0,2016-08-25 19:01:04,2017-12-13 10:05:27,2016-08-25 19:00:59,0,0,1,0,14595.0,27374.2,60842.0,2018-04-08 14:17:58
103508267,0,C,2000.0,6,28.0,1,,,,28,14,2,1,0,79,7,0,2399.33,2755.78,0.0,2015-09-18 16:15:35,2018-03-03 15:42:14,2015-03-17 07:49:37,0,0,0,0,3000.0,6772.78,20210.0,2018-03-18 15:58:29
117671767,0,C,6668.0,6,24.0,1,,,,30,5,0,1,0,22,3,0,1231.5,1354.58,0.0,2017-07-27 19:14:39,2018-02-01 08:16:43,2015-02-20 13:42:56,0,0,1,0,5000.0,9031.26,16679.0,2018-06-20 17:26:59
124599906,0,B,10500.0,12,20.0,2,,,,32,1,0,0,0,11,1,0,0.0,0.0,0.0,2017-06-15 14:58:43,2017-06-15 14:58:43,2017-06-10 15:44:50,0,0,1,0,5600.0,6289.44,5600.0,2018-08-10 18:25:32
110548284,0,C,11504.0,6,28.0,2,,,,33,2,0,0,0,19,1,0,395.63,402.23,0.0,2017-02-07 16:06:54,2017-09-03 12:12:31,2017-02-04 00:05:03,0,0,0,0,6000.0,6989.43,9336.0,2018-05-02 18:14:05
103612960,0,C,6000.0,12,28.0,2,,,,26,7,0,1,0,50,6,0,8480.23,8877.02,0.0,2016-12-11 19:31:18,2017-11-03 14:18:55,2016-12-10 16:59:47,0,0,1,0,5546.0,18840.7,23476.0,2018-03-19 12:09:09
102961884,0,C,7529.0,6,28.0,1,,,,34,9,0,1,0,67,1,0,2470.2,2656.26,0.0,2016-10-13 20:12:49,2017-11-04 09:07:20,2016-09-26 12:59:50,0,0,0,0,4900.0,10998.5,21600.0,2018-03-14 16:02:22
97832659,0,A,10000.0,12,16.0,1,专科,陕西工业职业技术学院,普通,26,5,4,0,1,42,0,0,0.0,0.0,0.0,2015-08-18 03:32:32,2016-11-25 11:32:44,2015-08-18 03:31:02,0,0,0,0,5334.0,5673.51,12474.0,2018-02-05 04:46:01
83594684,0,B,10000.0,12,18.0,1,专科,汕头大学,成人,36,6,0,1,0,33,0,0,7667.49,7898.61,0.0,2016-08-13 14:56:12,2017-08-13 23:42:49,2016-08-12 13:57:01,1,0,1,0,10000.0,20062.2,40050.0,2017-11-14 13:20:49
117576938,0,C,10000.0,12,24.0,2,,,,33,9,0,0,0,97,3,0,886.67,908.92,0.0,2016-08-01 17:04:24,2017-10-07 13:41:12,2016-08-01 17:03:30,0,0,1,1,6708.0,19788.6,30567.0,2018-06-20 01:46:50
110228299,0,C,9600.0,6,28.0,1,,,,33,14,1,0,0,77,10,0,0.0,0.0,0.0,2016-01-14 09:52:49,2017-11-12 09:28:22,2016-01-14 09:52:48,0,0,1,1,8270.0,12957.1,49827.0,2018-04-30 15:33:01
91259362,0,A,3000.0,9,16.0,2,,,,27,1,1,0,0,12,0,0,0.0,0.0,0.0,2015-12-19 14:33:35,2015-12-19 14:33:35,2015-12-19 14:24:21,0,0,1,0,3588.0,414.53,3588.0,2017-12-25 14:49:25
101916898,0,C,10429.0,12,28.0,2,专科,三峡大学,成人,24,15,0,1,0,97,0,0,4490.66,4709.71,0.0,2017-01-24 08:52:47,2018-02-22 22:17:49,2016-09-23 08:36:40,0,0,0,0,5766.0,12104.8,31348.0,2018-03-07 09:10:36
96703917,0,A,2239.0,6,16.0,2,,,,32,4,0,0,0,27,1,0,861.03,882.6,0.0,2016-11-18 22:41:06,2017-08-31 16:58:48,2016-11-15 20:25:34,0,0,0,0,2500.0,3348.84,7739.0,2018-01-29 12:12:23
100834777,0,B,2863.0,6,22.0,1,,,,52,2,0,1,0,13,0,0,2936.81,3171.98,0.0,2017-05-10 15:05:07,2017-12-01 15:35:38,2017-05-09 16:00:59,0,0,0,0,5800.0,6821.76,8613.0,2018-02-27 18:59:35
103608659,5,C,9260.0,6,28.0,1,,,,31,8,0,0,0,52,2,0,5439.36,5908.48,0.0,2015-10-07 23:48:49,2017-12-09 17:26:35,2015-10-07 23:46:31,0,0,0,0,9661.0,16595.5,46549.0,2018-03-19 11:41:37
101003353,0,A,13906.0,12,16.0,2,专科(高职),安徽艺术职业学院,普通,31,2,0,0,0,17,0,0,1093.36,1111.61,0.0,2017-03-29 21:50:39,2017-05-28 14:46:46,2017-03-29 21:37:50,0,0,0,0,12000.0,13339.3,13838.0,2018-02-28 20:09:51
111822885,0,B,10000.0,12,22.0,2,,,,30,3,1,0,0,36,0,0,0.0,0.0,0.0,2016-11-03 15:23:48,2017-08-12 09:11:30,2016-09-19 12:39:04,0,0,0,0,11200.0,12579.0,17200.0,2018-05-10 15:42:48
100255268,0,B,6011.0,6,22.0,2,本科,河北体育学院,普通,34,7,1,0,0,40,3,0,15388.06,16241.85,0.0,2016-03-16 19:36:58,2018-02-17 14:05:30,2016-03-16 19:35:58,1,0,1,0,24000.0,43744.0,56223.0,2018-02-23 19:18:08
111755251,0,A,7300.0,12,16.0,2,,,,30,2,0,1,0,11,0,0,0.0,0.0,0.0,2017-08-13 17:53:35,2017-12-29 11:56:11,2017-08-12 21:37:45,0,0,1,0,6100.0,6705.44,10092.0,2018-05-10 08:47:18
109900239,0,B,13000.0,12,22.0,2,专科,淮南职业技术学院,普通,32,7,0,0,0,38,1,0,1002.32,1018.97,187.61,2015-12-14 20:50:20,2017-05-16 09:13:46,2015-11-23 17:01:06,1,0,1,0,11000.0,13816.3,39489.0,2018-04-28 10:57:53
81353615,0,C,7400.0,9,20.0,2,,,,32,6,0,1,0,35,0,0,0.0,0.0,0.0,2017-04-15 15:05:39,2017-10-19 06:58:49,2017-04-05 14:51:17,0,0,1,0,5000.0,7875.45,14700.0,2017-11-02 23:20:11
101747091,0,C,9310.0,12,28.0,1,,,,29,6,0,0,0,45,0,0,5089.31,5574.66,0.0,2016-04-06 20:15:34,2017-12-02 17:15:57,2016-04-06 20:14:04,0,0,0,0,9963.0,14596.3,33347.0,2018-03-06 01:03:50
102312687,0,C,5000.0,12,28.0,1,,,,25,5,0,1,0,33,0,0,3678.65,3907.3,0.0,2016-07-10 15:30:09,2017-08-22 20:41:53,2016-07-06 16:28:38,0,0,1,0,5000.0,11274.8,15561.0,2018-03-09 20:17:31
102229510,0,C,13300.0,12,28.0,1,,,,40,7,0,0,0,39,0,0,0.0,0.0,0.0,2016-03-06 23:10:08,2017-11-25 15:32:02,2016-03-06 23:09:21,0,0,0,0,14000.0,17478.3,51898.0,2018-03-09 11:40:36
100798339,0,A,2000.0,12,16.0,1,专科,黄冈职业技术学院,普通,25,9,4,3,8,83,3,0,0.0,0.0,0.0,2015-09-19 12:06:41,2016-10-05 13:49:01,2015-09-19 12:04:47,0,0,0,0,5790.0,14180.1,20955.0,2018-02-27 15:13:46
98427049,0,B,5000.0,12,22.0,1,,,,32,3,1,0,3,24,0,0,0.0,0.0,0.0,2016-04-21 23:21:31,2016-11-20 10:03:37,2011-11-18 19:58:26,0,0,0,0,4744.0,5853.3,11210.0,2018-02-08 15:30:54
117156937,0,B,10000.0,6,20.0,2,,,,24,11,0,1,0,75,1,0,842.79,936.02,0.0,2017-08-24 13:19:21,2018-05-04 11:23:24,2015-01-23 15:37:53,0,0,0,0,10000.0,12868.8,26496.0,2018-06-16 12:28:53
102715735,0,C,11300.0,12,28.0,1,本科,福建师范大学,普通,40,8,5,0,0,47,0,0,0.0,0.0,0.0,2017-04-10 18:19:09,2017-12-05 23:49:18,2015-10-06 04:44:31,0,0,0,0,5900.0,12104.5,17752.0,2018-03-12 20:02:05
103540841,0,A,6634.0,12,16.0,1,专科,黑龙江交通职业技术学院,普通,23,2,2,0,0,17,0,0,3665.79,3968.89,0.0,2017-05-05 13:42:34,2017-08-02 18:18:21,2017-03-03 01:54:08,0,0,0,0,6194.0,11583.6,11194.0,2018-03-18 20:54:44
113487823,0,C,11000.0,6,28.0,1,,,,25,10,0,0,0,82,1,0,0.0,0.0,0.0,2016-06-26 19:05:22,2017-06-10 09:24:13,2016-05-30 19:44:48,0,0,1,0,8000.0,11390.8,21820.0,2018-05-21 17:25:52
112971127,0,B,8000.0,12,22.0,1,,,,35,13,0,0,0,72,0,0,0.0,0.0,0.0,2016-06-28 08:24:00,2018-02-24 18:09:39,2016-06-28 08:23:17,0,0,1,0,7000.0,15774.1,54479.0,2018-05-18 07:51:18
112213580,0,C,2000.0,6,28.0,1,专科,河南省政法管理干部学院,普通,36,12,6,0,0,51,4,0,881.65,908.03,0.0,2016-03-23 17:05:17,2017-11-13 09:47:28,2016-03-23 17:01:35,0,0,0,0,6000.0,9124.17,26586.0,2018-05-13 07:04:34
116656293,0,B,20000.0,12,20.0,1,,,,23,1,0,0,0,12,0,0,0.0,0.0,0.0,2017-09-03 11:17:22,2017-09-03 11:17:22,2017-08-28 16:03:43,0,0,1,0,14000.0,16746.5,14000.0,2018-06-12 11:25:32
102410528,0,C,4000.0,12,28.0,2,,,,40,7,0,0,0,58,0,0,3361.48,3852.32,0.0,2017-02-13 15:41:34,2017-12-23 11:51:53,2017-02-13 13:52:38,0,0,0,0,6000.0,8480.01,20500.0,2018-03-10 15:10:31
124719313,0,B,2000.0,3,20.0,1,,,,26,3,1,0,0,14,0,0,0.0,0.0,0.0,2016-06-18 06:50:23,2018-07-03 00:01:37,2016-05-15 23:46:39,0,0,1,0,5000.0,5896.8,10570.0,2018-08-11 23:48:20
102957592,0,C,7832.0,6,28.0,2,,,,24,1,0,0,0,7,0,0,3767.98,3977.75,0.0,2017-07-23 11:20:54,2017-07-23 11:20:54,2017-07-23 11:15:40,0,0,0,0,8500.0,9546.6,8500.0,2018-03-14 15:27:57
102781998,0,B,9000.0,12,22.0,1,本科,徐州师范大学,普通,30,8,1,0,0,59,2,0,4348.39,4551.05,0.0,2017-02-27 18:14:59,2017-10-29 17:52:02,2015-12-23 17:25:08,0,0,0,0,9300.0,12805.2,19579.0,2018-03-13 11:11:15
101021431,0,C,10000.0,12,28.0,1,,,,30,5,1,0,0,32,1,0,0.0,0.0,0.0,2016-06-22 09:54:00,2017-04-06 14:38:51,2016-06-19 10:24:30,0,0,0,0,5036.0,7840.61,12230.0,2018-02-28 23:10:41
107855625,0,B,12000.0,6,22.0,2,专科,中国农业大学,成人,26,1,1,1,0,6,0,0,0.0,0.0,0.0,2017-07-06 17:17:47,2017-07-06 17:17:47,2016-11-08 19:42:49,0,0,0,0,12000.0,12709.6,12000.0,2018-04-14 19:39:31
109701723,0,A,10000.0,12,16.0,2,,,,25,8,0,1,0,69,0,0,2028.53,2104.05,0.0,2016-08-21 10:38:21,2017-10-10 12:00:01,2016-08-20 00:27:28,0,0,1,0,8701.0,11743.4,19646.0,2018-04-27 07:37:11
99222650,0,B,9000.0,12,22.0,1,,,,26,7,0,0,0,45,2,0,8986.81,9977.31,0.0,2016-03-16 00:10:51,2018-02-13 14:33:27,2016-02-28 23:10:21,0,0,0,0,9000.0,14000.5,38700.0,2018-04-30 10:34:14
102067734,0,C,6000.0,12,28.0,1,,,,43,9,0,0,0,61,2,0,8768.5,9147.18,0.0,2016-08-02 21:36:41,2017-11-21 10:48:16,2016-08-02 18:17:41,0,0,1,0,6000.0,21698.4,34535.0,2018-03-08 09:57:28
101616429,3,C,8442.0,6,20.0,1,,,,52,5,0,0,0,32,3,0,4557.75,4710.48,0.0,2015-12-01 00:37:12,2017-12-06 04:56:52,2015-12-01 00:30:24,0,0,0,0,12089.0,14561.4,43730.0,2018-03-05 09:06:29
102082781,0,C,9379.0,6,28.0,2,,,,43,1,0,0,0,9,1,0,1020.14,1048.24,0.0,2017-05-06 14:41:29,2017-05-06 14:41:29,2017-05-06 14:33:58,0,0,0,0,5600.0,6289.44,5600.0,2018-03-08 11:28:03
112401615,0,B,8771.0,6,22.0,1,专科,甘肃广播电视大学,成人,31,11,3,0,0,51,0,0,728.95,741.07,0.0,2017-05-20 21:50:40,2017-11-06 11:14:22,2017-05-20 20:54:18,0,0,0,0,8000.0,12861.3,22454.0,2018-05-14 13:31:20
124323671,0,C,11070.0,12,24.0,1,,,,35,2,0,1,0,17,0,0,1379.51,1579.28,0.0,2017-08-28 23:45:38,2018-01-25 15:40:52,2017-08-28 23:35:34,0,0,1,0,7000.0,8376.82,9241.0,2018-08-08 12:36:55
102836031,2,C,25000.0,12,20.0,1,,,,42,10,1,1,2,58,2,0,0.0,0.0,0.0,2015-10-21 15:45:04,2017-09-23 15:34:30,2015-08-25 14:00:11,0,0,0,0,16000.0,30604.4,53350.0,2018-03-13 17:12:33
102063899,0,C,5000.0,12,28.0,1,,,,31,8,0,0,0,52,0,0,4308.83,4797.78,0.0,2016-06-16 15:07:52,2018-01-12 11:32:34,2016-06-16 11:47:53,0,0,0,0,5000.0,10502.6,19400.0,2018-03-08 09:30:29
85026928,0,C,3000.0,6,20.0,1,,,,32,1,2,0,0,12,0,0,0.0,0.0,0.0,2016-10-03 19:40:13,2016-10-03 19:40:13,2015-07-07 00:32:13,0,0,1,0,13000.0,15745.3,13000.0,2017-11-21 15:27:22
99034057,0,A,10000.0,12,16.0,2,本科,安徽工业大学,普通,33,4,0,0,0,39,1,0,3236.33,3366.5,0.0,2016-09-06 22:00:34,2017-09-10 10:32:00,2016-09-06 21:54:35,0,0,0,0,8000.0,13298.7,22915.0,2018-02-12 10:47:51
97569364,0,B,5000.0,6,22.0,2,,,,41,4,1,0,0,21,0,0,4611.53,4766.1,0.0,2017-03-27 11:22:21,2017-11-03 16:30:08,2016-08-09 14:57:39,0,0,0,0,9000.0,10425.8,19301.0,2018-02-03 11:42:46
102654353,0,B,6000.0,12,22.0,2,,,,28,1,4,0,0,11,0,0,0.0,0.0,0.0,2017-07-17 13:46:46,2017-07-17 13:46:46,2017-06-22 01:43:05,0,0,0,0,6000.0,7117.08,6000.0,2018-03-12 13:17:04
103641112,0,C,6002.0,6,28.0,1,本科,遵义师范学院,普通,30,9,3,0,0,50,4,0,5227.56,5385.31,0.0,2016-12-16 16:48:33,2017-11-21 00:45:40,2016-12-15 16:35:23,0,0,0,0,8300.0,16034.0,31364.0,2018-03-19 14:51:28
102802468,0,C,3000.0,12,28.0,1,,,,26,8,1,0,0,47,0,0,3992.61,4445.02,0.0,2017-04-05 14:37:32,2018-01-11 17:47:21,2017-03-21 18:03:16,0,0,0,0,3000.0,11174.8,14600.0,2018-03-13 13:28:09
101869263,0,A,8000.0,6,16.0,2,专科,山东凯文科技职业学院,普通,29,3,0,1,0,17,0,0,2393.15,2473.32,0.0,2016-10-30 18:41:12,2017-06-07 23:20:02,2016-10-24 15:55:03,0,0,0,0,8900.0,13017.7,20700.0,2018-03-06 20:00:32
110532037,0,B,7000.0,12,22.0,2,,,,27,8,1,0,0,50,2,0,1357.4,1446.82,0.0,2016-07-12 21:19:28,2018-03-02 13:07:57,2016-05-17 15:24:40,0,0,0,0,12807.0,16082.7,24822.0,2018-05-02 16:49:44
98926996,0,A,10856.0,12,16.0,2,专科,西南科技大学,网络教育,37,2,0,1,0,11,0,0,643.66,654.36,0.0,2017-07-04 08:31:53,2017-09-13 16:18:53,2017-07-01 09:00:55,1,0,1,0,11500.0,12180.0,15207.0,2018-02-11 15:27:22
85760113,0,B,12274.0,6,18.0,1,本科,华中农业大学,成人,37,4,0,0,0,30,0,0,1625.23,1661.86,0.0,2016-02-14 18:01:32,2017-07-26 13:23:46,2016-01-30 11:58:16,1,0,1,0,10000.0,12006.6,24734.0,2017-11-25 11:29:19
110371542,0,C,6000.0,6,28.0,1,,,,30,4,0,0,0,21,3,0,0.0,0.0,0.0,2016-11-15 15:59:17,2017-09-15 16:10:43,2016-11-15 12:30:36,0,0,1,0,4000.0,6354.78,9500.0,2018-05-01 15:53:24
111535674,0,B,5000.0,6,22.0,2,,,,23,1,0,0,0,11,0,0,340.11,346.29,0.0,2017-05-24 08:28:31,2017-05-24 08:28:31,2016-12-30 21:15:57,0,0,0,0,3700.0,4155.48,3700.0,2018-05-08 21:34:52
116727885,0,B,13100.0,12,20.0,2,,,,36,16,0,0,0,114,0,0,0.0,0.0,0.0,2016-12-11 22:18:37,2018-05-23 06:21:39,2016-12-11 20:51:21,0,0,1,0,10900.0,15495.3,39715.0,2018-06-12 20:58:54
102234718,0,C,10500.0,12,28.0,1,,,,43,3,0,0,0,23,0,0,0.0,0.0,0.0,2016-02-29 13:38:46,2017-01-05 11:26:04,2016-02-29 13:36:39,0,0,0,0,10500.0,11120.9,18384.0,2018-03-09 12:04:27
123501539,0,C,18800.0,12,24.0,2,本科,南京晓庄学院,成人,38,2,0,0,0,11,1,0,0.0,0.0,0.0,2017-05-02 20:26:12,2017-12-18 22:53:49,2017-05-02 20:07:52,1,0,1,0,12400.0,14101.1,22000.0,2018-08-01 10:17:31
102149011,0,C,700.0,6,28.0,1,,,,24,4,0,0,0,21,0,0,1062.44,1214.76,0.0,2017-06-16 20:56:22,2018-01-10 18:37:43,2017-06-13 20:16:40,0,0,0,0,1000.0,2633.46,3400.0,2018-03-08 19:00:20
109586881,0,B,18820.0,6,22.0,1,专科,温州职业技术学院,成人,31,13,1,0,0,68,2,0,0.0,0.0,0.0,2016-12-23 16:37:27,2018-04-13 13:59:54,2016-10-24 20:28:10,1,0,1,0,14468.0,20118.3,58943.0,2018-04-26 13:43:05
97827968,0,B,10000.0,12,22.0,1,,,,46,15,0,0,0,89,0,0,22404.7,26250.8,0.0,2016-06-08 08:23:40,2018-04-04 09:25:01,2016-06-08 08:21:40,0,0,0,0,10000.0,26880.2,86120.0,2018-04-28 02:11:59
85792496,1,C,10500.0,12,20.0,1,,,,33,4,1,0,0,31,0,0,1955.95,2005.0,0.0,2015-12-09 08:13:43,2017-09-01 16:00:28,2015-11-18 15:21:21,0,0,1,1,10000.0,15294.6,27774.0,2017-11-25 14:10:02
122350254,0,B,2000.0,3,20.0,2,,,,24,17,0,2,0,76,11,0,2887.36,3116.33,0.0,2016-07-17 16:31:45,2018-07-21 16:07:26,2016-07-17 15:36:33,0,0,1,0,6223.0,17962.8,44225.0,2018-07-22 11:02:44
112226285,0,B,5030.0,6,22.0,1,,,,39,2,1,0,0,18,0,0,0.0,0.0,0.0,2017-08-25 10:11:28,2018-04-06 12:51:13,2017-04-06 12:12:39,0,0,0,0,5000.0,5830.8,8000.0,2018-05-13 09:05:16
83101581,0,C,1500.0,6,20.0,1,,,,54,1,0,0,0,6,0,0,0.0,0.0,0.0,2015-11-25 07:54:16,2015-11-25 07:54:16,2015-11-25 07:51:41,0,0,1,0,1500.0,0.0,1500.0,2017-11-11 18:58:06
123800560,0,B,7000.0,6,20.0,1,,,,38,3,1,0,0,15,0,0,1463.19,1604.43,0.0,2017-05-04 18:57:37,2018-02-26 15:01:20,2016-02-22 11:43:27,0,0,1,0,8600.0,10142.6,16000.0,2018-08-03 17:45:47
103571688,0,B,9880.0,6,22.0,1,,,,44,8,1,0,0,71,0,0,6419.85,6942.45,0.0,2016-01-03 00:11:22,2017-11-22 22:21:30,2016-01-03 00:08:10,0,0,0,0,10981.0,14817.5,36239.0,2018-03-19 05:36:10
101586160,0,B,2000.0,6,22.0,1,,,,32,15,2,2,0,79,9,0,6682.9,7491.98,0.0,2016-09-23 20:17:28,2018-02-16 12:42:57,2016-03-05 12:24:30,0,0,0,0,9300.0,15131.9,44222.0,2018-03-04 23:09:54
112171712,0,B,12000.0,12,22.0,1,,,,24,5,2,0,0,38,1,0,990.91,1007.46,0.0,2017-02-21 21:28:27,2017-11-01 08:57:37,2017-02-07 16:54:34,0,0,0,0,6048.0,9825.96,13777.0,2018-05-12 19:23:37
99981854,0,A,5000.0,12,16.0,2,本科,内蒙古科技大学,普通,27,5,2,0,1,48,0,0,0.0,0.0,0.0,2015-10-17 14:06:50,2017-02-10 09:37:04,2015-09-09 09:36:36,1,0,1,0,8000.0,11515.5,27184.0,2018-02-21 18:34:47
124916738,0,C,20000.0,12,24.0,2,专科,成都师范学院,成人,28,8,1,0,0,44,1,0,736.93,873.34,0.0,2015-07-31 12:26:45,2018-07-11 15:44:10,2015-07-31 12:20:57,1,1,1,1,14400.0,15723.8,59463.0,2018-08-13 20:57:45
102328611,0,C,3500.0,12,28.0,2,,,,32,1,0,0,0,6,0,0,0.0,0.0,0.0,2017-09-20 18:27:12,2017-09-20 18:27:12,2017-09-20 18:18:02,0,0,0,0,3500.0,3998.1,3500.0,2018-03-09 22:48:12
103578597,0,C,1600.0,12,28.0,1,,,,23,1,0,1,0,7,1,0,0.0,0.0,0.0,2017-05-03 12:26:35,2017-05-03 12:26:35,2017-04-23 11:49:53,0,0,1,0,2800.0,3018.73,2800.0,2018-03-19 08:15:04
101811189,0,C,12441.0,12,28.0,1,,,,32,15,0,10,0,92,2,0,0.0,0.0,0.0,2014-08-28 18:15:04,2018-01-06 17:49:39,2014-08-28 18:04:34,0,0,0,0,11811.0,13994.8,79826.0,2018-03-06 13:05:56
112962092,0,C,10000.0,6,28.0,1,,,,30,2,0,0,0,9,0,0,0.0,0.0,0.0,2017-03-12 16:25:48,2017-09-10 12:44:30,2017-02-28 16:29:14,0,0,0,0,6700.0,7136.4,7700.0,2018-05-18 05:02:56
98529673,0,B,4187.0,12,22.0,2,,,,32,10,3,0,0,61,3,0,2612.93,2799.0,0.0,2016-11-03 18:38:50,2017-11-15 19:06:30,2016-03-27 15:46:24,0,0,1,0,4146.0,8274.09,19966.0,2018-02-09 08:36:17
102800158,3,C,5118.0,12,28.0,2,专科,青岛恒星科技学院,普通,26,5,2,0,0,30,1,0,2581.27,2709.32,0.0,2017-04-05 15:25:58,2017-11-05 09:41:20,2017-04-05 14:56:45,0,0,0,0,9300.0,10445.0,15196.0,2018-03-13 13:13:45
